url_original,descricao_galeria
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B336%7Dguandu_anao_inicio_crescim.%2C_epagri-cepaf%2C_2005..jpg,"Guandú anão início crescim., Epagri-Cepaf, 2005. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B43%7Dguandu_anao_pd._epagri-cepaf%2C_2005_-_1.jpg,"Guandu anão PD. Epagri-Cepaf, 2005. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B31%7Dguandu_anao_vista_geral%2C_epagri-cepaf%2C_2007_1.jpg,"Guandu anão vista geral, Epagri-Cepaf, 2007. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B67%7Dguandu_anao_consorcio_milho_apresentacao_leandro_wildner.jpg,Guandu anão_consórcio milho. Foto: Leandro Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B338%7Dguandu_anao_ituporanga_mar2014_foto_juliane.jpg,Guandú anão_Ituporanga_mar2014. Foto: Juliane Garcia Knapik Justen
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B482%7Dguandu_anao_jose_boiteux_3abr2019_foto_juliane.jpg,Guandu anão_José Boiteux_3abr2019. Foto: Juliane Garcia Knapik Justen
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B223%7Dlavoura_guandu_anao%2C_epagri-cepaf%2C_2015._%283%29.jpg,"Lavoura guandu anão, Epagri-Cepaf, 2015. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B409%7Dlavoura_guandu_anao%2C_epagri-cepaf%2C_2015..jpg,"Lavoura guandu anão, Epagri-Cepaf, 2015. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B528%7Dmilhoxguandu_anao%2C_epagri-cepaf%2C_93-94_%282%29.jpg,"Milho x guandú anão, Epagri-Cepaf, 93-94. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B485%7Dmilhoxguandu%2C_epagri-cepaf%2C_2010b.jpg,"Milho x guandú, Epagri-Cepaf, 2010b. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B228%7Dmilhoxguandu%2C_epagri-cepaf_2010c.jpg,"Milho x guandu, Epagri-Cepaf 2010c. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B312%7Dmilhoxguandu%2C_iapar%2C_show_rural_cascavel%2C_2015..jpg,"Milho x guandu, IAPAR, Show Rural Cascavel, 2015. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B292%7Dprodudcao_sementes_guandu_anao%2C_epagri-cepaf%2C_2014a.jpg,"Produção sementes guandu anão, Epagri-Cepaf, 2014a. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B388%7Draiz_guandu_anao%2C_prof.santi_ufsm-fw-rs%2C_2019..jpg,"Raiz guandu anão. Prof. Santi UFSM-FW-RS, 2019."
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B320%7Draiz_guandu_anao%2C_epagri-cepaf%2C_2002_1.jpg,"Raiz Guandú anão, Epagri-Cepaf, 2002. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B132%7Draiz_guandu_anao%2C_epagri-cepaf%2C_2002_2.jpg,"Raíz Guandú anão, Epagri-Cepaf, 2002. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B527%7Draizes_superficiais_guandu_anao%2C_epagri-cepaf%2C_2010a.jpg,"Raízes superficiais guandu anão, Epagri-Cepaf, 2010a. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B365%7Drolo_faca_guandu_anao%2C_epagri-cepaf%2C_2010.jpg,"Rolo faca guandu anão, Epagri-Cepaf, 2010. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B151%7Drolo_faca_guandu_anao%2C_epagri-cepaf%2C_2010_c.jpg,"Rolo faca guandu anão, Epagri-Cepaf, 2010 c. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B343%7Dguandu_anao1_set2022_foto_leandro_do_prado_wildner.jpg,Sementes. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B435%7Dguandu_anao_agronomica_8jan2022_foto_juliane_justen.jpg,Sementes na vagem. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B174%7Dvagens_guandu_anao%2C_epagri-cepaf%2C_2006.jpg,"Vagens guandu anão, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11216%5D%7B441%7Dvagnes_guandu_anao%2C_epagri-cepaf%2C_2015..jpg,"Vagnes guandu anão, Epagri-Cepaf, 2015. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11217%5D%7B274%7Dfloracao_guandu_arboreo_2.jpg,Flores. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11217%5D%7B499%7Dguandu_arboreo_jan2022_foto_juliane_garcia_knapik_justen.jpg,Folhas e vagens. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11217%5D%7B169%7Dguandu_arboreo%2C_cobertura_solo_com_folhas%2C_epagri-cepaf%2C_1999..jpg,"Guandu arboreo, cobertura solo com folhas, Epagri-Cepaf, 1999. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11217%5D%7B34%7Dguandu_arboreo%2C_cresc.vegetativo%2C_epagri-cepaf%2C_1999..jpg,"Guandu arboreo, cresc.vegetativo, Epagri-Cepaf, 1999. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11217%5D%7B483%7Dguandu_arboreo%2C_detalhes_frutificacao%2C_epagri-cepaf%2C_1999..jpg,"Guandu arboreo, detalhes frutificação, Epagri-Cepaf, 1999. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11217%5D%7B449%7Dguandu_arboreo%2C_epagri-cepaf%2C_1999._%282%29.jpg,"Guandu arboreo, Epagri-Cepaf, 1999. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11217%5D%7B100%7Dguandu_arboreo%2C_epagri-cepaf%2C_1999..jpg,"Guandu arboreo, Epagri-Cepaf, 1999. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11217%5D%7B337%7Dguandu_arboreo%2C_epagri-cepaf%2C_4_anos_de_campo%2C_1987..jpg,"Guandu arboreo, Epagri-Cepaf, 4 anos de campo, 1987. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11217%5D%7B209%7Dguandu_arboreo%2C_primeiro_ano%2C_epagri-cepaf%2C_1999..jpg,"Guandu arboreo, primeiro ano, Epagri-Cepaf, 1999. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11217%5D%7B301%7Dguandu_arboreo1_set2022_foto_leandro_do_prado_wildner.jpg,Sementes. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B321%7Dcresc.inicial_vagem_f.porco%2C_epagri-cepaf%2C_2006.jpg,"Cresc.inicial vagem F.Porco, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B410%7Dc.jpg,"Detalhe folhas F. porco, Epagri-Cepaf, CDA 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B534%7Df._porco_precoce_2017..jpg,F. Porco precoce 2017. Foto: Leandro Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B537%7Df.porcoxcitros%2C_itaipu_rural_show_2007_006.jpg,"F. porco x citros, ITAIPU RURAL SHOW 2007. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B307%7Dfeijao_de_porco%2C_epagri-cepaf%2C_cda_2007a_%282%29.jpg,"Feijão de Porco, Epagri-Cepaf, CDA 2007a. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B523%7Dfeijao_de_porco%2C_epagri-cepaf%2C_2017..jpg,"Feijão de porco, Epagri-Cepaf, 2017. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B530%7Dfeijao_de_porco_ituporanga_2014_foto_juliane.jpg,Feijão de porco_Ituporanga_2014. Foto: Juliane Garcia Knapik Justen
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B173%7Dfeijao_porco%2C_cresc.inicial%2C_epagri-cepaf%2C_2006_1.jpg,"Feijão porco, cresc.inicial, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B523%7Dflores_f._porco%2C_epagri-cepaf%2C_2006..jpg,"Flores F. porco, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B315%7Dflores_f.porco%2C_epagri-cepaf%2C__2006.jpg,"Flores F.porco, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B471%7Dflores_f.porco%2C_epagri-cepaf%2C_cda_2006.jpg,"Flores F.porco, Epagri-Cepaf, CDA 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B502%7Dflores_f.porco%2C_epagri-cepaf%2C_cda_2007_%282%29.jpg,"Flores F.porco, Epagri-Cepaf, CDA 2007. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B438%7Dflores_f.porco%2C_epagri-cepaf%2C_2020.jpg,"Flores F.porco, Epagri-Cepaf, 2020. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B284%7Df.porco_cresc.inicial_de_vagens%2C_epagri-cepaf%2C_2006.jpg,"F.porco cresc.inicial de vagens, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B279%7Df.porco_flores_e_vagens%2C_epagri-cepaf%2C_2006.jpg,"F.porco flores e vagens, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B49%7Df.porco_vagens_grandes%2C_epagri-cepaf%2C_2006..jpg,"F.porco vagens grandes, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B375%7Df.porcoxcitros%2C_itaipu_rural_show_2007_005.jpg,"F.porcoxcitros, ITAIPU RURAL SHOW 2007. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B92%7Dgerminacao_f.porco%2C_epagri-cepaf%2C_2005..jpg,"Germinação F.porco, Epagri-Cepaf, 2005. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B62%7Dgerminacao_f.porco%2C_epagri-cepaf%2C_2005_1.jpg,"Germinação F.porco, Epagri-Cepaf, 2005. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B227%7Dfeijao_porco%2C_epagri-cepaf%2C_2020.jpg,Lavoura. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B333%7Dmilho_x_f.porco%2C_iapar%2C_showrural_cascavel%2C_epagri-cepaf%2C_2015..jpg,"Milho x F.Porco, IAPAR, Showrurall, Cascavel, Epagri-Cepaf, 2015. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B217%7Dmilho_x_f.porco%2C_iapar%2C_showrural%2C_cascavel%2C_epagri-cepaf%2C_2015_3.jpg,"Milho x F.Porco, IAPAR, Showrurall, Cascavel, Epagri-Cepaf, 2015. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B397%7Dmilho_x_f.porco%2C_iapar%2C_showrurall%2C_cascavel%2C_epagri-cepaf%2C_20152.jpg,"Milho x F.Porco, IAPAR, Showrurall, Cascavel, Epagri-Cepaf, 2015. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B395%7Dplantulas_f._porco%2C_epagri-cepaf%2C_2017.jpg,"Plântulas F. porco, Epagri-Cepaf, 2017. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B308%7Dprod.sementes_f.porco%2C_epagri-cepaf%2C_2012_2.jpg,"Prod.sementes F.porco, Epagri-Cepaf, 2012. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B385%7Dprod.sementes_f.porco%2C_epagri-cepaf%2C_2012..jpg,"Prod.sementes F.porco, Epagri-Cepaf, 2012. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11213%5D%7B348%7Df._porco_20220927_3.jpg,Sementes. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B234%7Dc.grantiana_floracao%2C_epagri-cepaf%2C_2006_2.jpg,"C.grantiana floração, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B174%7Dc.grantiana_floracao%2C_epagri-cepaf%2C_2006..jpg,"C.grantiana floração, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B133%7Dc.grantiana_frutificacao%2C_epagri-cepaf%2C_2006_3.jpg,"C.grantiana frutificação, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B534%7Dc.grantiana_fruto%2C_epagri-cepaf%2C_2006.jpg,"C.grantiana fruto, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B92%7Dcresc._inicial_c.grantiana%2C_epagri-cepaf%2C_2006..jpg,"Cresc. inicial C.grantiana, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B240%7Dcrotalaria_grantiana_foto_juliane.jpg,Crotalaria grantiana. Foto: Juliane Garcia Knapik Justen
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B543%7Dcrotalaria_grantiana_apresentacao_lauro.jpg,Crotalaria grantiana. Foto: Lauro Krunvald
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B95%7Dcrotalaria_grantiana_2006_apresentacao_leandro_wildner.jpg,Crotalaria grantiana_2006. Foto: Leandro Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B285%7Dfloracao-frutificacao_c._grantiana%2C_epagri-cepaf%2C_2006_1..jpg,"Floração-frutificação C. grantiana, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B237%7Dflores_c._grantiana%2C_epagri-cepaf%2C_2006..jpg,"Flores C. grantiana, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B202%7Dflores_e_frutos_c._grantiana%2C_epagri-cepaf%2C_2006..jpg,"Flores e frutos C. grantiana, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B548%7Dfrutificacao_c._grantiana%2C_epagri-cepaf%2C_2006.jpg,"Frutificação C. grantiana, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B288%7Dlagarta_das_crotalarias_em_vagem_de_c.grantiana%2C_epagri-cepaf%2C_2006..jpg,"Lagarta das crotalárias em vagem de C.grantiana, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B103%7Dc._grantiana_20220927_2.jpg,Sementes. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B523%7Dcrotalaria_grantiana_agronomica_20set2022_foto_juliane_justen.jpg,Sementes na vagem. Foto: Juliane Garcia Knapik Justen
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11187%5D%7B59%7Dvagens_c._grantiana%2C_epagri-cepaf%2C_2006..jpg,"Vagens C. grantiana, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B486%7Dc.juncea_frutos%2C_epagri-cepaf%2C_2006..jpg,"C.juncea frutos, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B141%7Djunceaxmilho.jpg,Consórcio Juncea x milho. Foto: Leandro Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B122%7Dcrotalaria_juncea_agronomica_2021_foto_juliane_justen.jpg,Crotalaria juncea_Agronômica_2021. Foto: Juliane Garcia Knapik Justen
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B340%7Dcrotalaria_juncea_cepaf_foto_leandro_wildner.jpg,Crotalaria juncea_CEPAF. Foto: Leandro Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B547%7Ddetalhes_folhas_c._juncea%2C_epagri-cepaf%2C_cda_2006.jpg,"Detalhes folhas C. juncea, Epagri-Cepaf, CDA 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B25%7Ddetalhes_folhas_c._juncea%2C_epagri-cepaf%2C_cda_2007a.jpg,"Detalhes folhas C. juncea, Epagri-Cepaf, CDA 2007a. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B59%7Ddetalhes_talos_e_folhas_c._juncea%2C_epagri-cepaf%2C_cda_2006.jpg,"Detalhes talos e folhas C. juncea, Epagri-Cepaf, CDA 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B364%7Dmanejo_milho_x_c.juncea%2C_iapar-showrural%2C_cascavel%2C_epagri-cepaf%2C2006..jpg,"Manejo milho x C.juncea, IAPAR-Showrural, Cascavel, Epagri-Cepaf,2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B137%7Dmilho_x_c._juncea%2C_iapar%2C_showrural%2C_cascavel%2C_epagri-cepaf%2C_2006..jpg,"Milho x C. juncea, IAPAR, Showrural, Cascavel, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B182%7Dmilhoxc.juncea%2C_epagri-cepaf%2C__93-94_%286%29.jpg,"Milho x C.juncea, Epagri-Cepaf. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B442%7Draaiz_c._juncea%2C_prof._santi_ufsm-fw-rs%2C_2019..jpg,"Raíz C. juncea. Foto: Prof. Santi UFSM-FW-RS, 2019."
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B410%7Draiz_c.juncea%2C_epagri-cepaf%2C_2006_1.jpg,"Raiz C. juncea, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B549%7Draizes_com_rizobio_c._juncea_prof._santi_ufsm-fw-rs%2C_2019..jpg,"Raízes com rizobio C. juncea Prof. Santi UFSM-FW-RS, 2019. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B15%7Drolo-faca%2C_c.juncea_epagri-cepaf%2C__2006_007.jpg,"Rolo-faca C.juncea, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B122%7Drolo-faca%2C_c.juncea_epagri-cepaf%2C_2006_004.jpg,"Rolo-faca C.juncea, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B181%7Drolo-faca_c.juncea%2C_epagri-cepaf%2C_2006_002.jpg,"Rolo-faca C.juncea, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B408%7Drolo-faca_c.juncea%2C_epagri-cepaf%2C_2006_001.jpg,"Rolo-faca C.juncea, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B517%7Drolo-faca%2C_c.juncea_epagri-cepaf%2C_2006_005.jpg,"Rolo-faca C.juncea, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B29%7Drolo-faca%2C_c.juncea_epagri-cepaf%2C_2006_008.jpg,"Rolo-faca C.juncea, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B412%7Dcrotalaria_juncea_20220927_2.jpg,Sementes. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B424%7Dsementes_c._juncea%2C_epagri-cepaf%2C_2008_3.jpg,"Sementes C. juncea, Epagri-Cepaf, 2008. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B319%7D1.jpg,Tombamento para implantação do sistema de plantio direto. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B126%7Dvissta_geral_c._juncea%2C_epagri-cepaf%2C_2006_1.jpg,"Vista geral C. juncea, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11191%5D%7B20%7Dvista_geral_c._juncea%2C_epagri-cepaf%2C_2006_2.jpg,"Vista geral C. juncea, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11197%5D%7B254%7Dcrotalaria_mucronata_apresentacao_lauro.jpg,Crotalaria mucronata. Foto: Lauro Krunvald
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11197%5D%7B136%7Dcrotalaria_mucronata%2C_epagri-cepaf%2C_1999..jpg,"Crotalaria mucronata, Epagri-Cepaf, 1999. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11197%5D%7B341%7Dcrotalaria_mucronata%2C_epagri-cepaf%2C_2006..jpg,"Crotalaria mucronata, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11197%5D%7B266%7Dcrotalaria_mucronata_2006_apresentacao_leandro_wildner.jpg,Crotalaria mucronata_2006. Foto: Leandro Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11197%5D%7B313%7Ddetalhes_folhas_c._mucronata%2C_epagri-cepaf%2C_2006..jpg,"Detalhes folhas C. mucronata, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11197%5D%7B228%7Dfloracao_c._mucronata%2C_epagri-cepaf%2C_2006.jpg,"Floração C. mucronata, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11197%5D%7B31%7Dflores_c._mucronata%2C_epagri-cepaf%2C_2006..jpg,"Flores C. mucronata, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11197%5D%7B108%7Dfrutos_c._mucronata%2C_epagri-cepaf%2C_2006..jpg,"Frutos C. mucronata, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11197%5D%7B354%7Dinicio_floracao_crotalaria_mucronata%2C_epagri-cepaf%2C_2006..jpg,"Início floração Crotalaria mucronata, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11197%5D%7B78%7Dcrotalaria_mucronata1_set2022_foto_leandro_do_prado_wildner.jpg,Sementes. Foto: Leandro do Prado Wildner
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11209%5D%7B422%7Dc._spectabilis%2C_frutificacao%2C_epagri-cepaf%2C_2006..jpg,"C. spectabilis, frutificação, Epagri-Cepaf, 2006. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11209%5D%7B207%7Dc._spectabilis_x_c._breviflora%2C_epagri-cepaf%2C_2020.jpg,"C. spectabilis X C. breviflora, Epagri-Cepaf, 2020. Foto: Leandro Wildner"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11209%5D%7B102%7Dc._spectabilis_x_c.ochroleuca%2C_epagri-cepaf%2C_2020.jpg,"C. spectabilis X C.ochroleuca, Epagri-Cepaf, 2020. Foto: Leandro Wildner"
