id,novo_nome,url_original,descricao,descricao_galeria
1484,1484.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16931%5D%7B33%7Dchv_cmujg.jpg,,
1485,1485.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16933%5D%7B413%7Dchv_cmujc.jpg,,
1486,1486.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16933%5D%7B47%7Dchv_cmujp.jpg,,
1487,1487.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16936%5D%7B180%7Dchv_pardal.jpg,,
1488,1488.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16936%5D%7B385%7Dchv_canario.jpg,,
1489,1489.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16937%5D%7B166%7Dchv_garibaldi.jpg,,
1490,1490.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16937%5D%7B239%7Dchave_fig30.jpg,,
1491,1491.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16943%5D%7B171%7Dchave_fig03.jpg,,
1492,1492.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16943%5D%7B435%7Dchave_fig04.jpg,,
1493,1493.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16944%5D%7B118%7Dchave_fig07.jpg,,
1494,1494.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16944%5D%7B35%7Dchave_fig08.jpg,,
1495,1495.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16945%5D%7B188%7Dchave_fig09.jpg,,
1496,1496.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16945%5D%7B94%7Dchave_fig10.jpg,,
1497,1497.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16946%5D%7B1%7Dchave_fig35.jpg,,
1498,1498.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16946%5D%7B327%7Dchave_fig34.jpg,,
1499,1499.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16947%5D%7B276%7Dchave_fig31.jpg,,
1500,1500.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16947%5D%7B546%7Dchv_perseqn.jpg,,
1501,1501.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16948%5D%7B432%7Dchv_sogatan.jpg,,
1502,1502.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16948%5D%7B63%7Dchave_fig33.jpg,,
1503,1503.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16950%5D%7B212%7Dchave_fig32.jpg,,
1504,1504.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16950%5D%7B49%7Dchv_pcolmon.jpg,,
1505,1505.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16951%5D%7B235%7Dchv_pcolmon2.jpg,,
1506,1506.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16951%5D%7B89%7Dchv_pgraon.jpg,,
1507,1507.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16956%5D%7B386%7Dchv_cigpaston.jpg,,
1508,1508.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16956%5D%7B524%7Dchv_pulgaon.jpg,,
1509,1509.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16957%5D%7B81%7Dchave_fig36.jpg,,
1510,1510.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16957%5D%7B81%7Dchave_fig37.jpg,,
1511,1511.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16958%5D%7B139%7Dchave_fig40.jpg,,
1512,1512.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16958%5D%7B369%7Dchave_fig41.jpg,,
1513,1513.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16959%5D%7B162%7Dchv_vsanguel.jpg,,
1514,1514.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16959%5D%7B467%7Dchave_fig42.jpg,,
1515,1515.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16960%5D%7B490%7Dchave_fig25.jpg,,
1516,1516.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16960%5D%7B520%7Dchave_fig43.jpg,,
1517,1517.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16961%5D%7B214%7Dchv_lesma.jpg,,
1518,1518.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16961%5D%7B491%7Dchave_fig26.jpg,,
1519,1519.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16962%5D%7B277%7Dchave_fig45.jpg,,
1520,1520.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16962%5D%7B442%7Dchave_fig44.jpg,,
1521,1521.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16963%5D%7B174%7Dchave_fig24.jpg,,
1522,1522.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16963%5D%7B443%7Dchv_gafverden.jpg,,
1523,1523.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16964%5D%7B194%7Dchv_bicheirap.jpg,,
1524,1524.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16964%5D%7B46%7Dchave_fig46.jpg,,
1525,1525.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16966%5D%7B372%7Dchv_pulgadagua.jpg,,
1526,1526.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16966%5D%7B535%7Dacaro_fig02.jpg,,
1527,1527.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16967%5D%7B194%7Dbicheira-da-raiz_-_broca-do-colo_%28pupa%29.jpg,,
1528,1528.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16967%5D%7B466%7Dbicheira-da-raiz_-_broca-do-colo_%28pupa%29.jpg,,
1529,1529.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16970%5D%7B120%7Dchave_fig47.jpg,,
1530,1530.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16970%5D%7B124%7Dchv_cmujgovo.jpg,,
1531,1531.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16972%5D%7B230%7Dchv_pcolmoo.jpg,,
1532,1532.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16972%5D%7B396%7Dchv_pgraoo.jpg,,
1533,1533.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16976%5D%7B360%7Dchave_fig27.jpg,,
1534,1534.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16976%5D%7B528%7Dchv_cmujg.jpg,,
1535,1535.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16978%5D%7B181%7Dchv_cmujp.jpg,,
1536,1536.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16978%5D%7B473%7Dchv_cmujc.jpg,,
1537,1537.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16982%5D%7B252%7Dchv_moscaminl.jpg,,
1538,1538.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16982%5D%7B391%7Dchave_fig42a.jpg,,
1539,1539.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16984%5D%7B395%7Dchv_bcolol.jpg,,
1540,1540.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16984%5D%7B64%7Dchv_bicheiral.jpg,,
1541,1541.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16987%5D%7B192%7Dchv_lagelasmol.jpg,,
1542,1542.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16987%5D%7B376%7Dchave_fig36.jpg,,
1543,1543.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16988%5D%7B506%7Dchave_fig38.jpg,,
1544,1544.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16988%5D%7B57%7Dchave_fig39.jpg,,
1545,1545.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16990%5D%7B326%7Dchv_noival.jpg,,
1546,1546.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16990%5D%7B447%7Dchv_bcanal.jpg,,
1547,1547.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16993%5D%7B273%7Dchv_enrolal.jpg,,
1548,1548.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16993%5D%7B491%7Dchv_lagboil.jpg,,
1549,1549.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16994%5D%7B269%7Dchv_curuqrel.jpg,,
1550,1550.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16994%5D%7B504%7Dchave_fig39.jpg,,
1551,1551.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16998%5D%7B396%7Dchv_lagpanl.jpg,,
1552,1552.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B16998%5D%7B4%7Dchv_lagmill.jpg,,
1553,1553.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17002%5D%7B327%7Dplt_bicheiraraiz.jpg,,
1554,1554.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17002%5D%7B450%7Dpl05_raiztuber.jpg,,
1555,1555.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17003%5D%7B283%7Dpl07_colmograos.jpg,,
1556,1556.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17003%5D%7B492%7Dpl06_folhas.jpg,,
1557,1557.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17005%5D%7B124%7Dplt_pulgaoraiz.jpg,,
1558,1558.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17005%5D%7B518%7Ddano_nemat.jpg,,
1559,1559.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17006%5D%7B293%7Dpl09_folhaamarela.jpg,,
1560,1560.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17006%5D%7B347%7Dpl08_folhacomida_.jpg,,
1561,1561.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17007%5D%7B252%7Dpl30_panicdanificada.jpg,,
1562,1562.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17007%5D%7B99%7Dpl29_colmodanificado.jpg,,
1563,1563.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17008%5D%7B144%7Dpl11_limboraspado.jpg,,
1564,1564.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17008%5D%7B328%7Dpl10_limbocortado.jpg,,
1565,1565.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17009%5D%7B288%7Dpl18_coracaomorto.jpg,,
1566,1566.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17009%5D%7B427%7Dpl19_folhaamarela.jpg,,
1567,1567.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17010%5D%7B313%7Dpl12_danoponta.jpg,,
1568,1568.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17010%5D%7B395%7Dpl13_danoborda.jpg,,
1569,1569.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17011%5D%7B114%7Dpl15_raspairregular.jpg,,
1570,1570.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17011%5D%7B262%7Dpl14_raspareto.jpg,,
1571,1571.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17012%5D%7B311%7Dplt_gafverde.jpg,,
1572,1572.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17012%5D%7B525%7Dplt_lagboicorta.jpg,,
1573,1573.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17013%5D%7B304%7Dplt_enrola.jpg,,
1574,1574.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17013%5D%7B55%7Dplt_lagartas.jpg,,
1575,1575.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17017%5D%7B491%7Ddano_curuqre.jpg,,
1576,1576.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17017%5D%7B498%7Ddano_lagmil.jpg,,
1577,1577.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17017%5D%7B517%7Ddano_lagpan.jpg,,
1578,1578.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17020%5D%7B110%7Dplt_lagboiraspa.jpg,,
1579,1579.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17020%5D%7B328%7Dpl16_raspafino.jpg,,
1580,1580.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17021%5D%7B110%7Dplt_lesma.jpg,,
1581,1581.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17021%5D%7B274%7Dplt_perseq.jpg,,
1582,1582.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17022%5D%7B299%7Dpl17_raspabranca.jpg,,
1583,1583.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17022%5D%7B489%7Dplt_pulgafolha.jpg,,
1584,1584.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17026%5D%7B366%7Dpl21_colmofirme.jpg,,
1585,1585.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17026%5D%7B78%7Dpl20_colmosolto.jpg,,
1586,1586.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17027%5D%7B282%7Dpl22_plantassecas.jpg,,
1587,1587.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17027%5D%7B61%7Dpl23_manchas.jpg,,
1588,1588.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17028%5D%7B14%7Dplt_moscamin.jpg,,
1589,1589.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17028%5D%7B541%7Dplt_bcolo.jpg,,
1590,1590.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17029%5D%7B31%7Dplt_brocas.jpg,,
1591,1591.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17029%5D%7B66%7Dplt_pcolmomancha.jpg,,
1592,1592.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17034%5D%7B324%7Ddano_noiva.jpg,,
1593,1593.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17034%5D%7B412%7Ddano_bcana.jpg,,
1594,1594.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17035%5D%7B111%7Dpl03_manchagrande.jpg,,
1595,1595.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17035%5D%7B285%7Dpl04_manchapequena.jpg,,
1596,1596.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17036%5D%7B122%7Dpl19a_folhaamarela.jpg,,
1597,1597.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17036%5D%7B254%7Dsogata_fig12.jpg,,
1598,1598.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17039%5D%7B307%7Dpl28_semestrias.jpg,,
1599,1599.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17039%5D%7B384%7Dpl27_finasestrias.jpg,,
1600,1600.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17040%5D%7B414%7Dpl23b_raizesinteiras.jpg,,
1601,1601.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17040%5D%7B461%7Dplt_bicheiraraiz.jpg,,
1602,1602.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17041%5D%7B211%7Dpl32_colmomanchado.jpg,,
1603,1603.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17041%5D%7B408%7Dpl31_colmofurado.jpg,,
1604,1604.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17042%5D%7B20%7Dpl34_panseca.jpg,,
1605,1605.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17042%5D%7B371%7Dpl35_graomanchado.jpg,,
1606,1606.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17043%5D%7B178%7Dpl33_furocolmo.jpg,,
1607,1607.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17043%5D%7B340%7Dplt_cpreto.jpg,,
1608,1608.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17045%5D%7B286%7Dplt_lagelasmo.jpg,,
1609,1609.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17045%5D%7B423%7Dplt_bcolo.jpg,,
1610,1610.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17048%5D%7B326%7Ddano_bcana.jpg,,
1611,1611.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17048%5D%7B57%7Ddano_noiva.jpg,,
1612,1612.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17051%5D%7B243%7Dplt_lagpan.jpg,,
1613,1613.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17051%5D%7B323%7Dpl36_panseca.jpg,,
1614,1614.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17052%5D%7B221%7Dpl35_graomanchado.jpg,,
1615,1615.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17052%5D%7B403%7Dgraos_chochos_passaros.jpg,,
1616,1616.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17054%5D%7B391%7Dpl36_panseca.jpg,,
1617,1617.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17054%5D%7B49%7Dpl37_panbranca.jpg,,
1618,1618.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17059%5D%7B104%7Dpl40_graomanchado.jpg,,
1619,1619.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17059%5D%7B178%7Dpl39_carvoes.jpg,,
1620,1620.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17060%5D%7B211%7Dpl01_manchafolha.jpg,,
1621,1621.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17060%5D%7B519%7Dpl02_colmopan.jpg,,
1622,1622.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17062%5D%7B110%7Dpl01_danoexterno.jpg,,
1623,1623.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17062%5D%7B78%7Dpl02_danointerno.jpg,,
1624,1624.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17063%5D%7B411%7Dpl03_danoraiz.jpg,,
1625,1625.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17063%5D%7B541%7Dpl04_danoptaerea.jpg,,
1626,1626.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17064%5D%7B41%7Dpl40_graomanchado.jpg,,
1627,1627.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17064%5D%7B421%7Dpl29_colmodanificado.jpg,,
1628,1628.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17065%5D%7B195%7Dpl40_graomanchado.jpg,,
1629,1629.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17065%5D%7B474%7Ddano_pgrao.jpg,,
1630,1630.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17066%5D%7B152%7Dplt_pcolmomancha.jpg,,
1631,1631.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17066%5D%7B215%7Dpl31_colmofurado.jpg,,
1632,1632.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17068%5D%7B174%7Dplt_brocas.jpg,,
1633,1633.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17068%5D%7B366%7Dpl24_basedanificada.jpg,,
1634,1634.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17069%5D%7B424%7Dplt_lagelasmo.jpg,,
1635,1635.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17069%5D%7B92%7Dplt_bcolo.jpg,,
1636,1636.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17070%5D%7B126%7Ddano_bcana.jpg,,
1637,1637.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17070%5D%7B344%7Ddano_noiva.jpg,,
1638,1638.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17077%5D%7B409%7Dlav06_folhaseca.jpg,,
1639,1639.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17077%5D%7B46%7Dlav06_folhacomida.jpg,,
1640,1640.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17078%5D%7B335%7Dlav02_estandesemente.jpg,,
1641,1641.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17078%5D%7B414%7Dlav02_estandeplanta.jpg,,
1642,1642.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17079%5D%7B446%7Dlav08_plantassecas.jpg,,
1643,1643.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17079%5D%7B547%7Dlav08_centrossecos.jpg,,
1644,1644.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B186%7Ddano_perseq.jpg,,
1645,1645.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B199%7Ddano_nemat.jpg,,
1646,1646.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B207%7Ddano_brusone.jpg,,
1647,1647.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B212%7Ddano_podrepe.jpg,,
1648,1648.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B302%7Ddano_pulgao.jpg,,
1649,1649.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B333%7Ddano_acaro.jpg,,
1650,1650.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B386%7Ddano_sogata.jpg,,
1651,1651.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B454%7Ddano_queimab.jpg,,
1652,1652.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B485%7Ddano_bicheira.jpg,,
1653,1653.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B533%7Ddano_virusenrola.jpg,,
1654,1654.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B547%7Ddano_lagelasmo.jpg,,
1655,1655.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B82%7Ddano_cpreto.jpg,,
1656,1656.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17083%5D%7B85%7Ddano_cigpasto.jpg,,
1657,1657.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17084%5D%7B17%7Dlav09_colmoseco.jpg,,
1658,1658.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17084%5D%7B4%7Dlav09_graoseco.jpg,,
1659,1659.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17086%5D%7B209%7Dlav07_lavagua.jpg,,
1660,1660.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17086%5D%7B386%7Dlav07_lavseca.jpg,,
1661,1661.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17087%5D%7B308%7Ddano_cmujgrande.jpg,,
1662,1662.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17087%5D%7B363%7Ddano_lesma.jpg,,
1663,1663.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17087%5D%7B42%7Ddano_enrola.jpg,,
1664,1664.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17087%5D%7B58%7Ddano_lagboi.jpg,,
1665,1665.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17088%5D%7B152%7Ddano_curuqre.jpg,,
1666,1666.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17088%5D%7B446%7Ddano_lagmil.jpg,,
1667,1667.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17088%5D%7B478%7Ddano_lagpan.jpg,,
1668,1668.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17089%5D%7B243%7Dlav04_plantaboia.jpg,,
1669,1669.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17089%5D%7B386%7Dlav04_plantaseca.jpg,,
1670,1670.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17090%5D%7B13%7Dlav03_enterrio.jpg,,
1671,1671.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17090%5D%7B169%7Dlav03_semente.jpg,,
1672,1672.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_estrutura/%5B17091%5D%7B495%7Dlav05_plboia.jpg,,
